ID,Provider,Processor,Resources,vCPU,RAM,Disk,Bandwidth TB,Speed Gbit,Currency,Price (0% curr),EUR (0%),EUR (25%),Ratio 2:1,Ratio 1:1,Ratio 1:2,Ratio 1:3,Avg,Provider Avg,Comments,Locations
355,Infomaniak Lite,x86,Shared,8,16,320,,,EUR,100,100,125,3.125,4.166666667,2.5,1.785714286,2.894345238,1.364342404,,
356,One,x86,Shared,2,4,100,,0.1,SEK,99,9.009,11.26125,1.126125,1.5015,0.9009,0.6435,1.04300625,1.382861233,,
357,One,x86,Shared,4,8,200,,0.1,SEK,299,27.209,34.01125,1.7005625,2.267416667,1.36045,0.97175,1.575044792,1.382861233,,
358,One,x86,Shared,8,16,400,,0.2,SEK,599,54.509,68.13625,1.70340625,2.271208333,1.362725,0.973375,1.577678646,1.382861233,,
359,One,x86,Shared,12,24,600,,0.25,SEK,799,72.709,90.88625,1.514770833,2.019694444,1.211816667,0.865583333,1.402966319,1.382861233,,
360,One,x86,Shared,16,32,800,,0.25,SEK,999,90.909,113.63625,1.420453125,1.8939375,1.1363625,0.8116875,1.315610156,1.382861233,,
361,Akilecloud,x86,Shared,1,1,15,1,1,CNY,9.99,1.2987,1.623375,0.4329,0.64935,0.4329,0.324675,0.45995625,1.445042277,,
362,Akilecloud,x86,Shared,2,2,30,2,1,CNY,19.99,2.5987,3.248375,0.433116667,0.649675,0.433116667,0.3248375,0.460186458,1.445042277,,
363,Akilecloud,x86,Shared,2,4,50,4,1,CNY,39.99,5.1987,6.498375,0.6498375,0.86645,0.51987,0.371335714,0.601873304,1.445042277,,
364,Akilecloud,x86,Shared,4,4,100,8,1,CNY,79.99,10.3987,12.998375,0.866558333,1.2998375,0.866558333,0.64991875,0.920718229,1.445042277,,
365,Akilecloud,x86,Shared,1,2,50,99,1,CNY,158.88,20.6544,25.818,5.1636,6.8848,4.13088,2.950628571,4.782477143,1.445042277,,
366,V.ps,x86,Shared,2,1,20,1,1,EUR,6.95,6.95,8.6875,1.39,2.316666667,1.7375,1.39,1.708541667,1.450503472,,
367,V.ps,x86,Shared,4,4,40,1,1,EUR,9.95,9.95,12.4375,0.829166667,1.24375,0.829166667,0.621875,0.880989583,1.450503472,,
368,V.ps,x86,Dedicated,2,2,30,1,1,EUR,9.95,9.95,12.4375,1.658333333,2.4875,1.658333333,1.24375,1.761979167,1.450503472,,
369,Cloudserver,x86,Dedicated,1,1,25,5,1,USD,4,3.68,4.6,1.226666667,1.84,1.226666667,0.92,1.303333333,1.53506746,EU Coming Soon,
370,Cloudserver,x86,Dedicated,1,2,50,5,1,USD,8,7.36,9.2,1.84,2.453333333,1.472,1.051428571,1.704190476,1.53506746,,
371,Cloudserver,x86,Dedicated,2,4,75,5,1,USD,15,13.8,17.25,1.725,2.3,1.38,0.985714286,1.597678571,1.53506746,,
372,Nordhost,x86,Shared,1,4,10,1,1,NOK,130,11.18,13.975,1.863333333,2.236,1.242222222,0.86,1.550388889,1.554364245,,
373,Nordhost,x86,Shared,2,8,10,1,1,NOK,261,22.446,28.0575,1.8705,2.2446,1.247,0.863307692,1.556351923,1.554364245,,
374,Nordhost,x86,Shared,4,16,10,1,1,NOK,522,44.892,56.115,1.8705,2.2446,1.247,0.863307692,1.556351923,1.554364245,,
375,A2,x86,Shared,1,1,25,,,USD,8.99,8.2708,10.3385,2.756933333,4.1354,2.756933333,2.0677,2.929241667,1.564825821,,
376,A2,x86,Shared,2,2,75,,,USD,7.99,7.3508,9.1885,1.225133333,1.8377,1.225133333,0.91885,1.301704167,1.564825821,,
377,A2,x86,Shared,4,4,150,,,USD,9.99,9.1908,11.4885,0.7659,1.14885,0.7659,0.574425,0.81376875,1.564825821,,
378,A2,x86,Shared,6,8,250,,,USD,29.99,27.5908,34.4885,1.37954,1.970771429,1.254127273,0.919693333,1.381033009,1.564825821,,
379,A2,x86,Shared,8,16,350,,,USD,59.99,55.1908,68.9885,1.7247125,2.299616667,1.37977,0.98555,1.597412292,1.564825821,,
380,A2,x86,Shared,10,32,450,,,USD,89.99,82.7908,103.4885,1.592130769,1.971209524,1.118794595,0.781045283,1.365795043,1.564825821,,
381,Servinga,x86,Shared,1,1,25,2,,EUR,5,5,6.25,1.666666667,2.5,1.666666667,1.25,1.770833333,1.60152868,,
382,Servinga,x86,Shared,2,2,50,4,,EUR,10,10,12.5,1.666666667,2.5,1.666666667,1.25,1.770833333,1.60152868,,
383,Servinga,x86,Shared,4,4,100,6,,EUR,20,20,25,1.666666667,2.5,1.666666667,1.25,1.770833333,1.60152868,,
384,Servinga,x86,Shared,6,8,250,8,,EUR,40,40,50,2,2.857142857,1.818181818,1.333333333,2.002164502,1.60152868,,
385,Servinga,x86,Shared,1,1,25,2,,EUR,3,3,3.75,1,1.5,1,0.75,1.0625,1.60152868,IPv6 Only,
386,Servinga,x86,Shared,2,2,50,4,,EUR,8,8,10,1.333333333,2,1.333333333,1,1.416666667,1.60152868,,
387,Servinga,x86,Shared,4,4,100,6,,EUR,16,16,20,1.333333333,2,1.333333333,1,1.416666667,1.60152868,,
388,Servinga,x86,Shared,6,8,250,8,,EUR,32,32,40,1.6,2.285714286,1.454545455,1.066666667,1.601731602,1.60152868,,
389,CYSO,x86,Shared,2,8,50,,,EUR,17.5,17.5,21.875,1.458333333,1.75,0.972222222,0.673076923,1.21340812,1.628128305,,
390,CYSO,x86,Shared,4,16,100,,,EUR,37.5,37.5,46.875,1.5625,1.875,1.041666667,0.721153846,1.300080128,1.628128305,,
391,CYSO,x86,Shared,8,32,200,,,EUR,75,75,93.75,1.5625,1.875,1.041666667,0.721153846,1.300080128,1.628128305,,
392,CYSO,x86,Shared,16,64,200,,,EUR,150,150,187.5,1.5625,1.875,1.041666667,0.721153846,1.300080128,1.628128305,,
393,CYSO,x86,Shared,32,128,400,,,EUR,300,300,375,1.5625,1.875,1.041666667,0.721153846,1.300080128,1.628128305,,
394,CYSO,x86,Shared,64,256,400,,,EUR,600,600,750,1.5625,1.875,1.041666667,0.721153846,1.300080128,1.628128305,,
395,CYSO,x86,Shared,2,4,25,,,EUR,22,22,27.5,2.75,3.666666667,2.2,1.571428571,2.54702381,1.628128305,,
396,CYSO,x86,Shared,4,8,50,,,EUR,43.75,43.75,54.6875,2.734375,3.645833333,2.1875,1.5625,2.532552083,1.628128305,,
397,CYSO,x86,Shared,8,16,100,,,EUR,87.5,87.5,109.375,2.734375,3.645833333,2.1875,1.5625,2.532552083,1.628128305,,
398,CYSO,x86,Shared,16,32,200,,,EUR,175,175,218.75,2.734375,3.645833333,2.1875,1.5625,2.532552083,1.628128305,,
399,CYSO,x86,Shared,32,64,400,,,EUR,350,350,437.5,2.734375,3.645833333,2.1875,1.5625,2.532552083,1.628128305,,
400,CYSO,x86,Shared,64,128,400,,,EUR,700,700,875,2.734375,3.645833333,2.1875,1.5625,2.532552083,1.628128305,,
401,CYSO,x86,Shared,2,16,100,,,EUR,26.75,26.75,33.4375,1.3375,1.486111111,0.786764706,0.535,1.036343954,1.628128305,,
402,CYSO,x86,Shared,4,32,200,,,EUR,53.5,53.5,66.875,1.3375,1.486111111,0.786764706,0.535,1.036343954,1.628128305,,
403,CYSO,x86,Shared,8,64,200,,,EUR,126.25,126.25,157.8125,1.578125,1.753472222,0.928308824,0.63125,1.222789011,1.628128305,,
404,CYSO,x86,Shared,16,128,400,,,EUR,212.5,212.5,265.625,1.328125,1.475694444,0.78125,0.53125,1.029079861,1.628128305,,
405,CYSO,x86,Shared,32,256,400,,,EUR,425,425,531.25,1.328125,1.475694444,0.78125,0.53125,1.029079861,1.628128305,,
406,CYSO,x86,Shared,64,512,800,,,EUR,850,850,1062.5,1.328125,1.475694444,0.78125,0.53125,1.029079861,1.628128305,,
407,ZgoCloud,Intel,Shared,2,2,40,4,1,USD,10,9.2,11.5,1.533333333,2.3,1.533333333,1.15,1.629166667,1.629166667,,
408,Upcloud dev,x86,Shared,1,2,30,,,EUR,8,8,10,2,2.666666667,1.6,1.142857143,1.852380952,1.68029885,,
409,Upcloud dev,x86,Shared,1,4,40,,,EUR,15,15,18.75,2.5,3,1.666666667,1.153846154,2.080128205,1.68029885,,
410,Upcloud dev,x86,Shared,2,4,60,,,EUR,18,18,22.5,2.25,3,1.8,1.285714286,2.083928571,1.68029885,,
411,Upcloud dev,x86,Shared,2,8,80,,,EUR,25,25,31.25,2.083333333,2.5,1.388888889,0.961538462,1.733440171,1.68029885,,
412,Upcloud dev,x86,Shared,2,16,100,,,EUR,35,35,43.75,1.75,1.944444444,1.029411765,0.7,1.355964052,1.68029885,,
413,Upcloud dev,x86,Shared,1,1,10,99,1,EUR,3,3,3.75,1,1.5,1,0.75,1.0625,1.68029885,,
414,Upcloud dev,x86,Shared,1,1,20,,,EUR,4.5,4.5,5.625,1.5,2.25,1.5,1.125,1.59375,1.68029885,,
415,BuyVM,x86,Shared,1,0.5,10,99,1,USD,2,1.84,2.3,0.736,1.226666667,0.92,0.736,0.904666667,1.693227564,,
416,BuyVM,x86,Shared,1,1,20,99,1,USD,3.5,3.22,4.025,1.073333333,1.61,1.073333333,0.805,1.140416667,1.693227564,,
417,BuyVM,x86,Shared,1,2,40,99,1,USD,7,6.44,8.05,1.61,2.146666667,1.288,0.92,1.491166667,1.693227564,,
418,BuyVM,x86,Dedicated,1,4,80,99,1,USD,15,13.8,17.25,2.3,2.76,1.533333333,1.061538462,1.913717949,1.693227564,,
419,BuyVM,x86,Dedicated,2,8,160,99,1,USD,30,27.6,34.5,2.3,2.76,1.533333333,1.061538462,1.913717949,1.693227564,,
420,BuyVM,x86,Dedicated,3,12,240,99,1,USD,45,41.4,51.75,2.3,2.76,1.533333333,1.061538462,1.913717949,1.693227564,,
421,BuyVM,x86,Dedicated,4,16,320,99,1,USD,60,55.2,69,2.3,2.76,1.533333333,1.061538462,1.913717949,1.693227564,,
422,BuyVM,x86,Dedicated,5,20,400,99,1,USD,75,69,86.25,2.3,2.76,1.533333333,1.061538462,1.913717949,1.693227564,,
423,BuyVM,x86,Dedicated,6,24,480,99,1,USD,90,82.8,103.5,2.3,2.76,1.533333333,1.061538462,1.913717949,1.693227564,,
424,BuyVM,x86,Dedicated,7,28,560,99,1,USD,105,96.6,120.75,2.3,2.76,1.533333333,1.061538462,1.913717949,1.693227564,,
425,Satisfy,x86,Shared,1,4,25,,1,USD,10,9.2,11.5,1.533333333,1.84,1.022222222,0.707692308,1.275811966,1.807839441,,
426,Satisfy,x86,Shared,1,4,50,,1,USD,16.82,15.4744,19.343,2.579066667,3.09488,1.719377778,1.190338462,2.145915726,1.807839441,,
427,Satisfy,x86,Shared,2,4,60,,1,USD,23.82,21.9144,27.393,2.7393,3.6524,2.19144,1.565314286,2.537113571,1.807839441,,
428,Satisfy,x86,Shared,2,8,80,,1,USD,26.98,24.8216,31.027,2.068466667,2.48216,1.378977778,0.954676923,1.721070342,1.807839441,,
429,Satisfy,x86,Shared,4,16,160,,1,USD,49.82,45.8344,57.293,1.909766667,2.29172,1.273177778,0.881430769,1.589023803,1.807839441,,
430,Satisfy,x86,Shared,6,32,320,,1,USD,93.82,86.3144,107.893,1.961690909,2.271431579,1.233062857,0.846219608,1.578101238,1.807839441,,
431,Time4VPS,x86,Dedicated,4,16,160,32,1,EUR,31.93,31.93,39.9125,1.330416667,1.5965,0.886944444,0.614038462,1.106974893,1.880419863,,
432,Time4VPS,x86,Dedicated,6,24,240,48,1,EUR,59.23,59.23,74.0375,1.645277778,1.974333333,1.096851852,0.759358974,1.368955484,1.880419863,,
433,Time4VPS,x86,Dedicated,8,32,320,64,1,EUR,115.39,115.39,144.2375,2.403958333,2.88475,1.602638889,1.109519231,2.000216613,1.880419863,,
434,Time4VPS,x86,Dedicated,12,48,480,96,1,EUR,226.39,226.39,282.9875,3.144305556,3.773166667,2.096203704,1.451217949,2.616223469,1.880419863,,
435,Time4VPS,x86,Dedicated,16,64,640,128,1,EUR,447.39,447.39,559.2375,4.6603125,5.592375,3.106875,2.150913462,3.87761899,1.880419863,,
436,Time4VPS,x86,Dedicated,1,2,20,4,1,EUR,7.23,7.23,9.0375,1.8075,2.41,1.446,1.032857143,1.674089286,1.880419863,,
437,Time4VPS,x86,Dedicated,2,4,40,8,1,EUR,11.13,11.13,13.9125,1.39125,1.855,1.113,0.795,1.2885625,1.880419863,,
438,Time4VPS,x86,Dedicated,3,8,80,16,1,EUR,17.63,17.63,22.0375,1.259285714,1.602727273,0.927894737,0.652962963,1.110717672,1.880419863,,
439,Gandi,x86,Shared,2,4,25,3,0.25,EUR,15,15,18.75,1.875,2.5,1.5,1.071428571,1.736607143,1.914364253,,
440,Gandi,x86,Shared,4,8,25,3,0.25,EUR,30,30,37.5,1.875,2.5,1.5,1.071428571,1.736607143,1.914364253,,
441,Gandi,x86,Shared,6,12,25,3,0.25,EUR,50,50,62.5,2.083333333,2.777777778,1.666666667,1.19047619,1.929563492,1.914364253,,
442,Gandi,x86,Shared,8,16,25,3,0.25,EUR,85,85,106.25,2.65625,3.541666667,2.125,1.517857143,2.460193452,1.914364253,,
443,Gandi,x86,Shared,1,1,25,3,0.25,EUR,5,5,6.25,1.666666667,2.5,1.666666667,1.25,1.770833333,1.914364253,,
444,Gandi,x86,Shared,1,2,25,3,0.25,EUR,8,8,10,2,2.666666667,1.6,1.142857143,1.852380952,1.914364253,,
445,Upcloud -stor,x86,Shared,1,4,0,99,1,EUR,12,12,15,2,2.4,1.333333333,0.923076923,1.664102564,1.925340255,,
446,Upcloud -stor,x86,Shared,2,4,0,,,EUR,15,15,18.75,1.875,2.5,1.5,1.071428571,1.736607143,1.925340255,,
447,Upcloud -stor,x86,Shared,1,8,0,,,EUR,20,20,25,2,2.222222222,1.176470588,0.8,1.549673203,1.925340255,,
448,Upcloud -stor,x86,Shared,2,8,0,,,EUR,24,24,30,2,2.4,1.333333333,0.923076923,1.664102564,1.925340255,,
449,Upcloud -stor,x86,Shared,4,8,0,,,EUR,32,32,40,2,2.666666667,1.6,1.142857143,1.852380952,1.925340255,,
450,Upcloud -stor,x86,Shared,2,16,0,,,EUR,34,34,42.5,1.7,1.888888889,1,0.68,1.317222222,1.925340255,,
451,Upcloud -stor,x86,Shared,4,16,0,,,EUR,68,68,85,2.833333333,3.4,1.888888889,1.307692308,2.357478632,1.925340255,,
452,Upcloud -stor,x86,Shared,6,16,0,,,EUR,74,74,92.5,2.642857143,3.363636364,1.947368421,1.37037037,2.331058074,1.925340255,,
453,Upcloud -stor,x86,Shared,8,16,0,,,EUR,80,80,100,2.5,3.333333333,2,1.428571429,2.31547619,1.925340255,,
454,Upcloud -stor,x86,Shared,4,24,0,,,EUR,72,72,90,2.25,2.571428571,1.384615385,0.947368421,1.788353094,1.925340255,,
455,Upcloud -stor,x86,Shared,6,24,0,,,EUR,78,78,97.5,2.166666667,2.6,1.444444444,1,1.802777778,1.925340255,,
456,Upcloud -stor,x86,Shared,8,24,0,,,EUR,84,84,105,2.1,2.625,1.5,1.05,1.81875,1.925340255,,
457,Upcloud -stor,x86,Shared,12,24,0,,,EUR,90,90,112.5,1.875,2.5,1.5,1.071428571,1.736607143,1.925340255,,
458,Upcloud -stor,x86,Shared,4,32,0,,,EUR,90,90,112.5,2.25,2.5,1.323529412,0.9,1.743382353,1.925340255,,
459,Upcloud -stor,x86,Shared,8,32,0,,,EUR,130,130,162.5,2.708333333,3.25,1.805555556,1.25,2.253472222,1.925340255,,
460,Upcloud -stor,x86,Shared,12,32,0,,,EUR,145,145,181.25,2.589285714,3.295454545,1.907894737,1.342592593,2.283806897,1.925340255,,
461,Upcloud -stor,x86,Shared,16,32,0,,,EUR,160,160,200,2.5,3.333333333,2,1.428571429,2.31547619,1.925340255,,
462,Upcloud -stor,x86,Shared,4,48,0,,,EUR,160,160,200,2.857142857,3.076923077,1.6,1.081081081,2.153786754,1.925340255,,
463,Upcloud -stor,x86,Shared,8,48,0,,,EUR,190,190,237.5,2.96875,3.392857143,1.826923077,1.25,2.359632555,1.925340255,,
464,Upcloud -stor,x86,Shared,16,48,0,,,EUR,230,230,287.5,2.875,3.59375,2.053571429,1.4375,2.489955357,1.925340255,,
465,Upcloud -stor,x86,Shared,8,64,0,,,EUR,220,220,275,2.75,3.055555556,1.617647059,1.1,2.130800654,1.925340255,,
466,Upcloud -stor,x86,Shared,16,64,0,,,EUR,270,270,337.5,2.8125,3.375,1.875,1.298076923,2.340144231,1.925340255,,
467,Upcloud -stor,x86,Shared,20,64,0,,,EUR,285,285,356.25,2.740384615,3.392857143,1.925675676,1.344339623,2.350814264,1.925340255,,
468,Upcloud -stor,x86,Shared,32,64,0,,,EUR,300,300,375,2.34375,3.125,1.875,1.339285714,2.170758929,1.925340255,,
469,Upcloud -stor,x86,Shared,8,128,0,,,EUR,340,340,425,2.361111111,2.5,1.287878788,0.867346939,1.754084209,1.925340255,,
470,Upcloud -stor,x86,Shared,16,128,0,,,EUR,370,370,462.5,2.3125,2.569444444,1.360294118,0.925,1.791809641,1.925340255,,
471,Upcloud -stor,x86,Shared,32,128,0,,,EUR,460,460,575,2.395833333,2.875,1.597222222,1.105769231,1.993456197,1.925340255,,
472,Upcloud -stor,x86,Shared,16,192,0,,,EUR,560,560,700,2.5,2.692307692,1.4,0.945945946,1.88456341,1.925340255,,
473,Upcloud -stor,x86,Shared,32,192,0,,,EUR,670,670,837.5,2.6171875,2.991071429,1.610576923,1.101973684,2.080202384,1.925340255,,
474,Upcloud -stor,x86,Shared,64,192,0,,,EUR,700,700,875,2.1875,2.734375,1.5625,1.09375,1.89453125,1.925340255,,
475,Upcloud -stor,x86,Shared,24,256,0,,,EUR,720,720,900,2.368421053,2.571428571,1.343283582,0.909090909,1.798056029,1.925340255,,
476,Upcloud -stor,x86,Shared,32,256,0,,,EUR,740,740,925,2.3125,2.569444444,1.360294118,0.925,1.791809641,1.925340255,,
477,Upcloud -stor,x86,Shared,64,256,0,,,EUR,820,820,1025,2.135416667,2.5625,1.423611111,0.985576923,1.776776175,1.925340255,,
478,Upcloud -stor,x86,Shared,32,384,0,,,EUR,880,880,1100,1.964285714,2.115384615,1.1,0.743243243,1.480728393,1.925340255,,
479,Upcloud -stor,x86,Shared,48,384,0,,,EUR,920,920,1150,1.916666667,2.12962963,1.12745098,0.766666667,1.485103486,1.925340255,,
480,Upcloud -stor,x86,Shared,64,384,0,,,EUR,980,980,1225,1.9140625,2.1875,1.177884615,0.805921053,1.521342042,1.925340255,,
481,Upcloud -stor,x86,Shared,48,512,0,,,EUR,1200,1200,1500,1.973684211,2.142857143,1.119402985,0.757575758,1.498380024,1.925340255,,
482,Upcloud -stor,x86,Shared,64,512,0,,,EUR,1400,1400,1750,2.1875,2.430555556,1.286764706,0.875,1.694955065,1.925340255,,
483,Upcloud -stor,x86,Shared,80,512,0,,,EUR,1800,1800,2250,2.678571429,3.040540541,1.630434783,1.113861386,2.115852034,1.925340255,,
484,Gcore,x86,Shared,1,1,25,,,EUR,3.2,3.2,4,1.066666667,1.6,1.066666667,0.8,1.133333333,1.937303654,,
485,Gcore,x86,Shared,1,2,25,,,EUR,4.84,4.84,6.05,1.21,1.613333333,0.968,0.691428571,1.120690476,1.937303654,,
486,Gcore,x86,Shared,1,2,50,,,EUR,9.68,9.68,12.1,2.42,3.226666667,1.936,1.382857143,2.241380952,1.937303654,,
487,Gcore,x86,Shared,2,4,50,,,EUR,17.42,17.42,21.775,2.1775,2.903333333,1.742,1.244285714,2.016779762,1.937303654,,
488,Gcore,x86,Shared,2,4,80,,,EUR,19.35,19.35,24.1875,2.41875,3.225,1.935,1.382142857,2.240223214,1.937303654,,
489,Gcore,x86,Shared,4,8,80,,,EUR,35.81,35.81,44.7625,2.238125,2.984166667,1.7905,1.278928571,2.07293006,1.937303654,,
490,Gcore,x86,Shared,4,8,160,,,EUR,38.71,38.71,48.3875,2.419375,3.225833333,1.9355,1.3825,2.240802083,1.937303654,,
491,Gcore,x86,Shared,8,16,160,,,EUR,73.55,73.55,91.9375,2.2984375,3.064583333,1.83875,1.313392857,2.128790923,1.937303654,,
492,Gcore,x86,Shared,8,16,320,,,EUR,77.42,77.42,96.775,2.419375,3.225833333,1.9355,1.3825,2.240802083,1.937303654,,
493,Cloudzy,AMD,Shared,1,2,60,3,1,USD,9.95,9.154,11.4425,2.2885,3.051333333,1.8308,1.307714286,2.119586905,2.025925309,,
494,Cloudzy,AMD,Shared,2,4,120,5,1,USD,19.95,18.354,22.9425,2.29425,3.059,1.8354,1.311,2.1249125,2.025925309,,
495,Cloudzy,AMD,Shared,4,8,240,7,1,USD,36.95,33.994,42.4925,2.124625,2.832833333,1.6997,1.214071429,1.96780744,2.025925309,,
496,Cloudzy,AMD,Shared,4,12,300,8,1,USD,49.95,45.954,57.4425,2.2977,2.872125,1.641214286,1.14885,1.989972321,2.025925309,,
497,Cloudzy,AMD,Shared,8,16,350,10,1,USD,69.95,64.354,80.4425,2.0110625,2.681416667,1.60885,1.149178571,1.862626935,2.025925309,,
498,Cloudzy,AMD,Shared,8,24,450,12,1,USD,99.95,91.954,114.9425,2.29885,2.8735625,1.642035714,1.149425,1.990968304,2.025925309,,
499,Cloudzy,AMD,Shared,12,32,750,12,1,USD,149.95,137.954,172.4425,2.463464286,3.135318182,1.815184211,1.277351852,2.172829632,2.025925309,,
500,Cloudzy,AMD,Shared,16,64,1500,16,1,USD,299.95,275.954,344.9425,2.874520833,3.449425,1.916347222,1.326701923,2.391748745,2.025925309,,
501,Cloudzy,AMD,Shared,1,1,25,1,1,USD,4.95,4.554,5.6925,1.518,2.277,1.518,1.1385,1.612875,2.025925309,,"AMS,FRA"
502,Serverspace,x86,Shared,2,2,60,99,0.05,EUR,12.5,12.5,15.625,2.083333333,3.125,2.083333333,1.5625,2.213541667,2.032224739,,
503,Serverspace,x86,Shared,2,4,80,99,0.05,EUR,16.7,16.7,20.875,2.0875,2.783333333,1.67,1.192857143,1.933422619,2.032224739,,
504,Serverspace,x86,Shared,4,8,160,99,0.05,EUR,33.3,33.3,41.625,2.08125,2.775,1.665,1.189285714,1.927633929,2.032224739,,
505,Serverspace,x86,Shared,4,16,240,99,0.05,EUR,62.46,62.46,78.075,2.6025,3.123,1.735,1.201153846,2.165413462,2.032224739,,
506,Serverspace,x86,Shared,6,16,320,99,0.05,EUR,66.7,66.7,83.375,2.382142857,3.031818182,1.755263158,1.235185185,2.101102346,2.032224739,,
507,Serverspace,x86,Shared,8,32,640,99,0.05,EUR,133.3,133.3,166.625,2.777083333,3.3325,1.851388889,1.281730769,2.310675748,2.032224739,,
508,Serverspace,x86,Shared,8,48,720,99,0.05,EUR,177.42,177.42,221.775,2.7721875,3.168214286,1.705961538,1.167236842,2.203400042,2.032224739,,
509,Serverspace,x86,Shared,16,64,1000,99,0.05,EUR,241.5,241.5,301.875,2.515625,3.01875,1.677083333,1.161057692,2.093129006,2.032224739,,
510,Serverspace,x86,Shared,1,1,25,99,0.05,EUR,4.1,4.1,5.125,1.366666667,2.05,1.366666667,1.025,1.452083333,2.032224739,Extra bandwidth possible (1€/10Mbps),
511,Serverspace,x86,Shared,1,2,50,99,0.05,EUR,8.3,8.3,10.375,2.075,2.766666667,1.66,1.185714286,1.921845238,2.032224739,,
512,Cherry,x86,Shared,1,1,20,10,1,EUR,3,3,3.75,1,1.5,1,0.75,1.0625,2.132839943,Upgradable RAM/Cores,
513,Cherry,x86,Shared,2,2,40,10,1,EUR,6,6,7.5,1,1.5,1,0.75,1.0625,2.132839943,,
514,Cherry,x86,Shared,4,4,80,10,1,EUR,9,9,11.25,0.75,1.125,0.75,0.5625,0.796875,2.132839943,,
515,Cherry,x86,Shared,1,1,20,10,1,EUR,9,9,11.25,3,4.5,3,2.25,3.1875,2.132839943,,
516,Cherry,x86,Shared,6,6,100,10,1,EUR,13,13,16.25,0.722222222,1.083333333,0.722222222,0.541666667,0.767361111,2.132839943,,
517,Cherry,x86,Shared,2,2,40,10,1,EUR,19,19,23.75,3.166666667,4.75,3.166666667,2.375,3.364583333,2.132839943,,
518,Cherry,x86,Shared,1,2,700,10,1,EUR,19,19,23.75,4.75,6.333333333,3.8,2.714285714,4.399404762,2.132839943,,
519,Cherry,x86,Shared,4,4,80,10,1,EUR,29,29,36.25,2.416666667,3.625,2.416666667,1.8125,2.567708333,2.132839943,,
520,Cherry,x86,Shared,1,4,1000,10,1,EUR,29,29,36.25,4.833333333,5.8,3.222222222,2.230769231,4.021581197,2.132839943,HDD,
521,Cherry,x86,Shared,6,6,100,10,1,EUR,39,39,48.75,2.166666667,3.25,2.166666667,1.625,2.302083333,2.132839943,,
522,Cherry,x86,Shared,2,6,2000,10,1,EUR,39,39,48.75,3.9,4.875,2.785714286,1.95,3.377678571,2.132839943,HDD,
523,Cherry,x86,Shared,3,8,3000,10,1,EUR,49,49,61.25,3.5,4.454545455,2.578947368,1.814814815,3.087076909,2.132839943,HDD,
524,Cherry,x86,Dedicated,4,16,100,10,1,EUR,49,49,61.25,2.041666667,2.45,1.361111111,0.942307692,1.698771368,2.132839943,,
525,Cherry,x86,Dedicated,4,16,100,10,1,EUR,69,69,86.25,2.875,3.45,1.916666667,1.326923077,2.392147436,2.132839943,,
526,Cherry,x86,Dedicated,8,32,200,10,1,EUR,89,89,111.25,1.854166667,2.225,1.236111111,0.855769231,1.542761752,2.132839943,,
527,Cherry,x86,Dedicated,4,16,200,10,1,EUR,89,89,111.25,3.708333333,4.45,2.472222222,1.711538462,3.085523504,2.132839943,,
528,Cherry,x86,Dedicated,12,48,300,10,1,EUR,109,109,136.25,1.513888889,1.816666667,1.009259259,0.698717949,1.259633191,2.132839943,,
529,Cherry,x86,Dedicated,8,32,200,10,1,EUR,109,109,136.25,2.270833333,2.725,1.513888889,1.048076923,1.889449786,2.132839943,,
530,Cherry,x86,Dedicated,16,64,400,10,1,EUR,129,129,161.25,1.34375,1.6125,0.895833333,0.620192308,1.11806891,2.132839943,,
531,Cherry,x86,Dedicated,12,48,300,10,1,EUR,129,129,161.25,1.791666667,2.15,1.194444444,0.826923077,1.490758547,2.132839943,,
532,Cherry,x86,Dedicated,8,32,400,10,1,EUR,129,129,161.25,2.6875,3.225,1.791666667,1.240384615,2.236137821,2.132839943,,
533,Cherry,x86,Dedicated,16,64,400,10,1,EUR,149,149,186.25,1.552083333,1.8625,1.034722222,0.716346154,1.291412927,2.132839943,,
534,Cherry,x86,Dedicated,12,48,600,10,1,EUR,149,149,186.25,2.069444444,2.483333333,1.37962963,0.955128205,1.721883903,2.132839943,,
535,Cherry,x86,Dedicated,16,64,800,10,1,EUR,169,169,211.25,1.760416667,2.1125,1.173611111,0.8125,1.464756944,2.132839943,,
536,Timmehosting,x86,Shared,2,2,40,1,1,EUR,16.4,16.4,20.5,2.733333333,4.1,2.733333333,2.05,2.904166667,2.181802022,,
537,Timmehosting,x86,Shared,3,4,80,1,1,EUR,21.98,21.98,27.475,2.198,3.14,1.998181818,1.465333333,2.200378788,2.181802022,,
538,Timmehosting,x86,Shared,4,8,160,1,1,EUR,38.44,38.44,48.05,2.4025,3.203333333,1.922,1.372857143,2.225172619,2.181802022,,
539,Timmehosting,x86,Shared,8,16,240,1,1,EUR,65.94,65.94,82.425,2.060625,2.7475,1.6485,1.1775,1.90853125,2.181802022,,
540,Timmehosting,x86,Shared,16,32,360,1,1,EUR,115.45,115.45,144.3125,1.80390625,2.405208333,1.443125,1.030803571,1.670760789,2.181802022,,
541,Vultr,x86,Shared,1,0.5,10,0.5,,USD,3.5,3.22,4.025,1.288,2.146666667,1.61,1.288,1.583166667,2.410230226,,
542,Vultr,x86,Shared,1,1,25,1,,USD,5,4.6,5.75,1.533333333,2.3,1.533333333,1.15,1.629166667,2.410230226,,
